id empty_communication_flag orig_balance_before amount
226                        0                5412     33
141                        0                7268     40
493                        0                1971    227
240                        0               10603     20
445                        0                6228   5176
88                         0                4933     54
714                        0                1779     71
475                        0                1866     27
97                         0                4582     28
132                        0                6218     59
489                        0                1728     35
68                         0                6707     82
474                        0                1801     85
463                        0                2393     16
504                        0                1246     33
328                        0                 828     31
516                        0                1226     47
72                         0                6979     54
747                        1               17218   3886
173                        0               36267    177
670                        0                1766     56
512                        0                1480     72
402                        0               54653   1514
644                        1                1645     56
495                        0                1898     93
734                        0                1847     16
346                        0                1552     29
388                        0               74314    115
188                        0               12781    754
742                        0                1600     74
637                        1                1513    111
267                        0                7501     76
338                        0                1510     17
58                         0                5099     54
721                        0                1469    179
498                        0                1827    513
431                        0                1198     16
537                        0                 574     31
542                        1                3376   1173
519                        0                1937   1560
421                        0                 849     78
766                        0                 679     49
650                        0                1418     35
172                        0               33119    204
686                        0                1094     18
479                        0                1337     30
743                        0                1547     94
619                        0                2921    223
399                        1               57214    320
616                        0                2921     63
740                        0                1895     27
508                        0                2002     69
712                        0                2289     16
144                        0                6823     53
772                        0                 636     13
93                         0                5597    603
96                         0                4781    253
453                        0                3091     35
665                        0                1750     16
724                        0                1636     16
549                        1                1137    459
283                        0               11971   1351
435                        0                1454     28
679                        0                2435    398
492                        0                2022     45
517                        0                 877     18
77                         0                4269    332
182                        0               39231   8351
326                        0                2753    102
424                        0                1381     26
418                        0                1567     87
514                        0                1397    107
779                        0                 836     78
233                        0                6917     66
485                        0                2243     89
773                        0                 799     49
262                        0               10376    398
100                        0                5009     41
111                        0                5850     59
150                        0                7340     18
114                        0                6216     29
255                        0               11494     60
558                        0                2398   1809
716                        0                2735     16
333                        0                1196     77
169                        0                3215     86
693                        0                1263     16
264                        0                7484    205
170                        0               33607   5625
331                        0                 353     50
416                        0                1521     49
551                        0                1229     63
55                         0                5259     10
139                        0                7015     44
353                        0                1235    134
684                        0                1119     37
327                        0                 837     20
208                        0                8904     41
681                        0                1537     94
87                         0                4970     54
459                        0                1023     42
81                         0                3905     28
434                        0                1251     39
529                        0                 372     40
137                        0                6831    303
251                        0               13151    331
595                        0                1540     68
375                        1               37380     49
728                        0                1886     34
663                        0                1773     36
513                        0                1429     49
496                        1                7680   6987
506                        0                 721    310
601                        0                1400    248
748                        1               29407   8537
239                        0               10497     49
357                        0                 618     21
276                        0               10208     95
360                        1               26839   7616
745                        0                1888    398
400                        0               56454     39
642                        0                1786    177
130                        0                6305     18
785                        1                1987   1531
76                         0                5002   1789
668                        0                2193    359
373                        0               41449    324
530                        1                3202   1560
385                        0               77428     68
654                        0                2320    146
653                        0                2565     47
194                        0                9067   6159
117                        0                6145     43
91                         0                5622     41
126                        0                5984     59
289                        0                9125    114
596                        0                1196     68
524                        0                2039     48
85                         0                4523     54
483                        0                2158     64
741                        0               17097     87
345                        0                1557     16
350                        0                 491     71
509                        0                1954    113
336                        0                 610     16
624                        1                1186    809
38                         0                1074    549
722                        0                1630     29
348                        0                 715     49
73                         0                6908     28
612                        0                1685     63
727                        0                2079     94
622                        0                2656    164
611                        0                1705     34
546                        0                1998     49
337                        0                 605     41
717                        0                1536    248
602                        0                2140     54
383                        0               80010     78
664                        0                1752     11
28                         0                1766     35
669                        0                1381     36
739                        0                2336    398
31                         0                1252     25
143                        0                7072     43
738                        0                2379     56
29                         0                1745     85
211                        0                7253    568
146                        0                6773     12
215                        0                4725     39
