id fraud_flag transfer_id timestamp orig_account_id benef_account_id
226          0   xtr215694  21966103       X27769025        X86111129
141          0   xtr671675  40885557       X15452684        X63932196
493          0   xtr977348  19945191       X96278924        X56011266
240          0   xtr655123  27404301       X27769025        X95653232
445          0   xtr785302   6566236       X96278924        X85352318
88           0   xtr187306  17576922       X15452684        X18544316
714          0   xtr375200  29583007       X69808474        X67288019
475          0   xtr751176  14857126       X96278924        X91645162
97           0   xtr341383  22221450       X15452684        X90717446
132          0   xtr842613  38214048       X15452684        X18544316
489          0   xtr564939  18146865       X96278924        X81045721
68           0   xtr681171   9332683       X15452684        X14145034
474          0   xtr756088  14701823       X96278924        X93192042
463          0   xtr116760  11785034       X96278924        X76863683
504          0   xtr213254  23438824       X96278924        X19992017
328          0   xtr701238   9104831       X64608297        X80234603
516          0   xtr216683  26009826       X96278924        X93192042
72           0   xtr305234  10835623       X15452684        X18544316
747          0   xtr588492  49426522       X69808474        X47143851
173          0   xtr995602   3805962       X27769025        X45551315
670          0   xtr890550  14521021       X69808474        X63561635
512          0   xtr329405  25485771       X96278924        X76849034
402          1   xtr832232  33341120       X21701089        X99577381
644          0   xtr682001   3277715       X69808474        X72427334
495          0   xtr395982  20057800       X96278924        X93192042
734          0   xtr870633  43389792       X69808474        X83557012
346          0   xtr170951  25575682       X64608297        X49586317
388          0   xtr189930  21950603       X21701089        X29612291
188          0   xtr400975   7586292       X27769025        X92872642
742          0   xtr865913  47002766       X69808474        X92239103
637          0   xtr922538    347602       X69808474        X69347974
267          0   xtr724088  37759024       X27769025        X64391284
338          0   xtr110949  17048089       X64608297        X17738221
58           0   xtr643878   2878943       X15452684        X18544316
721          0   xtr243981  33174844       X69808474        X83457670
498          0   xtr763277  20295894       X96278924        X35139993
431          0   xtr958204   4346056       X96278924        X99932896
537          0   xtr212774  31546902       X96278924        X11624708
542          0   xtr388825  32318722       X96278924        X64783449
519          0   xtr774465  26622890       X96278924        X56011266
421          0   xtr341336   2150516       X96278924        X97636029
766          0   xtr246610  24787430       X98390105        X45391134
650          0   xtr411343   6224415       X69808474        X83557012
172          0   xtr739181   3370172       X27769025        X20283557
686          0   xtr309653  18952884       X69808474        X83557012
479          0   xtr279725  15316323       X96278924        X77467022
743          0   xtr531359  47002913       X69808474        X42873492
619          0   xtr310132  36800919       X45605437        X46460597
399          0   xtr833841  32588578       X21701089        X73930255
616          0   xtr382254  34571180       X45605437        X41549476
740          0   xtr763422  46484364       X69808474        X17814232
508          0   xtr874465  25138399       X96278924        X40264579
712          0   xtr779964  28022832       X69808474        X83557012
144          0   xtr387219  42443688       X15452684        X90717446
772          0   xtr305626  29049288       X98390105        X53422917
93           0   xtr311725  20655478       X15452684        X46460597
96           0   xtr784585  21965600       X15452684        X78583095
453          0   xtr534810   9003955       X96278924        X40264579
665          0   xtr979179  12432617       X69808474        X83351465
724          0   xtr159681  36199493       X69808474        X83557012
549          0   xtr714213  33896269       X96278924        X21572305
283          0   xtr457680  45469403       X27769025        X46460597
435          0   xtr711728   4615640       X96278924        X40103816
679          0   xtr818835  16941894       X69808474        X71927452
492          0   xtr881215  19457887       X96278924        X77467022
517          0   xtr201303  26430051       X96278924        X91645162
77           0   xtr653460  12461855       X15452684        X14695609
182          0   xtr335838   6174253       X27769025        X13462784
326          0   xtr285365   6688537       X64608297        X41549476
424          0   xtr825017   3305283       X96278924        X19063810
418          0   xtr198239   1304886       X96278924        X93192042
514          0   xtr473116  25485852       X96278924        X76849034
779          0   xtr897605  35169990       X98390105        X60888100
233          0   xtr134774  26128699       X27769025        X34140953
485          0   xtr231053  17299857       X96278924        X93192042
773          0   xtr936401  30230242       X98390105        X94397731
262          0   xtr606049  37509742       X27769025        X96989321
100          0   xtr956438  23174240       X15452684        X93192042
111          0   xtr708031  29134069       X15452684        X18544316
150          0   xtr790841  43909969       X15452684        X63848056
114          0   xtr662006  30514734       X15452684        X28898321
255          0   xtr381409  33986380       X27769025        X38967516
558          0   xtr122670  36480209       X96278924        X39718491
716          0   xtr779017  30781081       X69808474        X83557012
333          0   xtr860174  15201547       X64608297        X41549476
169          0   xtr724029   2804030       X27769025        X41549476
693          0   xtr767516  21512089       X69808474        X83557012
264          0   xtr320672  37695503       X27769025        X54052141
170          0   xtr833466   2804295       X27769025        X89266342
331          0   xtr199321  13002595       X64608297        X98872203
416          0   xtr322246    778063       X96278924        X26412927
551          0   xtr104113  35065652       X96278924        X39335656
55           0   xtr696251   1998777       X15452684        X93192042
139          0   xtr177370  39067333       X15452684        X93192042
353          0   xtr257501  30666032       X64608297        X49586317
684          0   xtr728910  18952621       X69808474        X41158832
327          0   xtr925008   9104747       X64608297        X31174692
208          0   xtr751616  15373445       X27769025        X45879460
681          0   xtr232363  18234763       X69808474        X42873492
87           0   xtr868653  17381911       X15452684        X18544316
459          0   xtr465242  10551075       X96278924        X91645162
81           0   xtr423640  14358841       X15452684        X90717446
434          0   xtr178690   4405922       X96278924        X40264579
529          0   xtr265900  29626297       X96278924        X35787561
137          0   xtr985765  39066980       X15452684        X79567445
251          0   xtr374208  32869666       X27769025        X46460597
595          0   xtr554787  10031033       X45605437        X41549476
375          0   xtr813332  10285870       X21701089        X87416905
728          0   xtr512681  38309771       X69808474        X48570047
663          0   xtr608005  11860400       X69808474        X53086581
513          0   xtr564377  25485813       X96278924        X76849034
496          0   xtr876068  20289799       X96278924        X64783449
506          0   xtr124646  24227863       X96278924        X87278227
601          0   xtr164112  17542487       X45605437        X46460597
748          1   xtr266302  49435837       X69808474        X79534028
239          0   xtr637049  26818436       X27769025        X99394788
357          0   xtr251439  32152066       X64608297        X54781059
276          0   xtr834352  40296538       X27769025        X16894635
360          1   xtr173224  33022824       X64608297        X61352370
745          0   xtr635190  49080718       X69808474        X48570047
400          0   xtr880039  32914751       X21701089        X37786784
642          0   xtr680914   1471311       X69808474        X83457670
130          0   xtr762397  36141443       X15452684        X63848056
785          1   xtr142625  38296341       X98390105        X65617711
76           0   xtr536764  11663615       X15452684        X20015939
668          0   xtr657758  14280912       X69808474        X48570047
373          0   xtr245592   8204369       X21701089        X46460597
530          0   xtr683991  29820795       X96278924        X64783449
385          0   xtr644402  20038825       X21701089        X86197401
654          0   xtr104652   7274665       X69808474        X11997462
653          0   xtr893532   6653815       X69808474        X20456627
194          0   xtr943796   9444199       X27769025        X92872642
117          0   xtr671940  30515789       X15452684        X93192042
91           0   xtr861035  20655201       X15452684        X93192042
126          0   xtr480108  34231626       X15452684        X18544316
289          0   xtr672696  45616182       X27769025        X99713538
596          0   xtr713628  10656359       X45605437        X18860870
524          0   xtr314526  27990640       X96278924        X93192042
85           0   xtr272950  16954261       X15452684        X18544316
483          0   xtr182179  16622875       X96278924        X75176667
741          0   xtr324120  47002616       X69808474        X54397663
345          0   xtr362469  25572745       X64608297        X95653232
350          0   xtr576487  29228828       X64608297        X41549476
509          0   xtr819338  25138483       X96278924        X97636029
336          0   xtr960361  16932198       X64608297        X95653232
624          1   xtr463793  37775151       X45605437        X17871736
38           0   xtr146954   8312333       X51735094        X58233569
722          0   xtr375848  35007940       X69808474        X17814232
348          0   xtr791389  27988495       X64608297        X47066779
73           0   xtr928660  10996056       X15452684        X90717446
612          0   xtr749425  27300926       X45605437        X41549476
727          0   xtr491696  38042817       X69808474        X42873492
622          0   xtr402196  37437672       X45605437        X60619641
611          0   xtr883235  27300570       X45605437        X99698135
546          0   xtr627475  33293528       X96278924        X26412927
337          0   xtr213943  16932312       X64608297        X39483671
717          0   xtr701527  31118335       X69808474        X21039645
602          0   xtr872222  17999972       X45605437        X29117497
383          0   xtr314515  17480109       X21701089        X95538457
664          0   xtr310030  12432559       X69808474        X83557012
28           0   xtr931895   5554975       X51735094        X87633911
669          0   xtr230889  14520867       X69808474        X73669461
739          0   xtr522610  46133573       X69808474        X94091441
31           0   xtr227226   6069430       X51735094        X63848056
143          0   xtr742520  41549029       X15452684        X93192042
738          0   xtr304203  46080186       X69808474        X63561635
29           0   xtr638463   5555011       X51735094        X93192042
211          0   xtr810291  15968353       X27769025        X45389096
146          0   xtr613440  42443883       X15452684        X78714202
215          0   xtr872598  17916651       X27769025        X91812656
720          0   xtr236110  33174671       X69808474        X83557012
437          0   xtr598452   4616105       X96278924        X64783449
422          0   xtr902422   2678638       X96278924        X99932896
129          0   xtr521172  36141352       X15452684        X90717446
470          0   xtr602130  12961401       X96278924        X35139993
284          0   xtr763103  45469537       X27769025        X46460597
229          0   xtr397109  23082904       X27769025        X31174692
201          0   xtr680053  11580245       X27769025        X18459297
24           0   xtr185440   3823030       X51735094        X63848056
66           0   xtr107932   7797562       X15452684        X18544316
784          0   xtr710277  38132166       X98390105        X90462741
600          0   xtr827798  17542377       X45605437        X67567794
440          0   xtr433344   5178307       X96278924        X99932896
609          0   xtr456175  25848873       X45605437        X96222536
469          0   xtr964733  12784847       X96278924        X76932175
272          0   xtr106527  40188456       X27769025        X99394788
480          0   xtr810479  15316401       X96278924        X91645162
429          0   xtr654720   4225691       X96278924        X93192042
446          0   xtr718725   6645682       X96278924        X91645162
220          0   xtr172513  19443326       X27769025        X46460597
102          0   xtr420786  24553721       X15452684        X93192042
119          0   xtr335617  30515979       X15452684        X23038922
397          0   xtr219219  31273075       X21701089        X14013304
192          0   xtr916278   9444199       X27769025        X15826543
647          0   xtr844877   4237408       X69808474        X83557012
613          0   xtr565164  28273947       X45605437        X47066779
486          0   xtr849477  17613936       X96278924        X45435555
281          0   xtr922135  43408439       X27769025        X96989321
746          0   xtr923353  49080892       X69808474        X42873492
521          0   xtr266794  27041672       X96278924        X53043477
503          0   xtr866686  23188820       X96278924        X26412927
26           0   xtr582322   4963503       X51735094        X22723109
269          0   xtr234820  38745139       X27769025        X27296713
268          0   xtr350399  38107177       X27769025        X96989321
166          0   xtr695627   2804030       X27769025        X46869671
332          0   xtr560082  14165829       X64608297        X41549476
151          0   xtr377821  43910070       X15452684        X14695609
147          0   xtr397320  42443957       X15452684        X18544316
27           0   xtr395084   5554880       X51735094        X39509284
442          0   xtr768425   5891359       X96278924        X91645162
706          0   xtr233895  26604989       X69808474        X83557012
443          0   xtr171696   6211498       X96278924        X99932896
494          0   xtr690791  19945315       X96278924        X56011266
765          0   xtr380668  19606163       X98390105        X98978421
335          0   xtr809290  16932091       X64608297        X98589933
617          0   xtr604051  34829555       X45605437        X84868581
120          0   xtr471891  31640395       X15452684        X78714202
608          0   xtr807517  25402519       X45605437        X43960597
354          0   xtr652617  30953833       X64608297        X31174692
209          0   xtr454273  15373445       X27769025        X27296713
535          0   xtr914403  30777848       X96278924        X30845392
441          0   xtr430588   5542490       X96278924        X64783449
448          0   xtr992124   6768313       X96278924        X76932175
378          0   xtr945553  10480729       X21701089        X31007435
534          0   xtr629119  30773855       X96278924        X91645162
511          0   xtr880868  25485721       X96278924        X76849034
65           0   xtr455487   7451634       X15452684        X93192042
78           0   xtr348364  12540974       X15452684        X79684544
607          0   xtr541016  24220407       X45605437        X22407283
62           0   xtr415473   4508199       X15452684        X18544316
213          0   xtr199896  16749719       X27769025        X96989321
695          0   xtr527994  22378799       X69808474        X71927452
643          0   xtr107498   2697029       X69808474        X42873492
394          0   xtr489509  29719088       X21701089        X50695699
253          0   xtr291121  33986193       X27769025        X18719197
646          0   xtr986909   3714052       X69808474        X71927452
274          0   xtr719086  40189400       X27769025        X70810604
675          0   xtr305839  16075489       X69808474        X54397663
432          0   xtr966351   4405827       X96278924        X97636029
238          0   xtr345316  26818343       X27769025        X95119803
292          1   xtr471318  46914060       X27769025        X67201383
224          0   xtr761966  21381733       X27769025        X96989321
98           0   xtr386383  22221791       X15452684        X63848056
621          0   xtr867098  36934497       X45605437        X61105976
391          0   xtr963597  24885645       X21701089        X50695699
768          0   xtr717550  24787661       X98390105        X88087082
467          0   xtr490116  12280349       X96278924        X91645162
95           0   xtr296229  20655893       X15452684        X18544316
74           0   xtr158260  10996419       X15452684        X96662138
545          0   xtr188792  33272306       X96278924        X26412927
256          0   xtr961981  33986451       X27769025        X75197751
84           0   xtr458761  16954178       X15452684        X63932196
282          0   xtr736495  43547573       X27769025        X53680087
556          0   xtr124414  36305174       X96278924        X52402114
449          0   xtr845441   6824402       X96278924        X64783449
183          0   xtr769186   6723214       X27769025        X18544316
751          1   xtr265321  49436512       X69808474        X58521491
167          0   xtr853360   2804030       X27769025        X54052141
661          0   xtr328393  11839876       X69808474        X32073736
228          0   xtr523914  22728770       X27769025        X23923757
554          0   xtr403286  35328675       X96278924        X20399067
544          0   xtr736451  33272072       X96278924        X41549476
179          0   xtr647726   5565560       X27769025        X73116927
261          0   xtr610912  37153813       X27769025        X23923757
464          0   xtr907555  11785216       X96278924        X83977418
771          0   xtr433797  27471273       X98390105        X31470783
671          0   xtr897530  14521104       X69808474        X83557012
539          0   xtr126057  31547174       X96278924        X12194404
124          0   xtr450874  33370307       X15452684        X63848056
656          0   xtr768154   9420169       X69808474        X83557012
35           0   xtr555544   6400499       X51735094        X54118433
191          0   xtr648143   9444199       X27769025        X58689566
704          0   xtr749235  25927234       X69808474        X83351465
232          0   xtr346574  23536002       X27769025        X78465745
444          0   xtr525693   6211761       X96278924        X64783449
528          0   xtr435320  29625678       X96278924        X17253118
203          0   xtr774518  11616898       X27769025        X96989321
257          0   xtr996726  33986525       X27769025        X19162789
266          0   xtr835353  37695504       X27769025        X14695609
767          0   xtr594680  24787532       X98390105        X45391134
515          0   xtr680099  25746904       X96278924        X35289634
749          1   xtr521362  49436080       X69808474        X47143851
248          0   xtr789176  30103239       X27769025        X46869671
36           0   xtr785804   7251861       X51735094        X55556211
594          0   xtr150763  10030967       X45605437        X46460597
649          0   xtr346629   5282959       X69808474        X69347974
651          0   xtr522465   6225110       X69808474        X63561635
123          0   xtr749781  32500878       X15452684        X90717446
214          0   xtr352836  17103375       X27769025        X42366890
168          0   xtr506881   2804030       X27769025        X46460597
374          0   xtr214665   9864903       X21701089        X16871544
122          0   xtr453220  32500769       X15452684        X63932196
125          0   xtr610708  33370407       X15452684        X93192042
134          0   xtr802242  38990525       X15452684        X18544316
700          0   xtr478039  25752909       X69808474        X92239103
641          0   xtr838766   1471172       X69808474        X53086581
657          0   xtr505038   9694862       X69808474        X53086581
478          0   xtr675105  15316100       X96278924        X30845392
210          0   xtr789638  15478681       X27769025        X33737561
401          1   xtr757754  33340865       X21701089        X99577381
501          0   xtr948958  22891384       X96278924        X93192042
731          0   xtr173971  42182220       X69808474        X63561635
329          0   xtr152675   9968011       X64608297        X95653232
279          0   xtr119968  41978634       X27769025        X96989321
352          0   xtr532654  30665784       X64608297        X46460597
507          0   xtr266866  24277665       X96278924        X39335656
222          0   xtr571516  20816217       X27769025        X49682711
204          0   xtr444369  11877052       X27769025        X42366890
782          0   xtr175588  35179134       X98390105        X45391134
92           0   xtr239223  20655343       X15452684        X46460597
660          0   xtr361044  10557769       X69808474        X42873492
250          0   xtr439512  32869562       X27769025        X75197751
454          0   xtr519726   9004035       X96278924        X41549476
777          0   xtr993823  32397148       X98390105        X99394788
275          0   xtr530734  40189776       X27769025        X65350681
343          0   xtr673262  19990801       X64608297        X41549476
190          0   xtr203200   9444199       X27769025        X41549476
223          0   xtr116243  21263018       X27769025        X37710001
688          0   xtr593968  20042131       X69808474        X57127079
460          0   xtr949643  10568142       X96278924        X79857077
82           0   xtr765098  15135273       X15452684        X93192042
658          0   xtr885851   9959793       X69808474        X53086581
30           0   xtr158171   6069408       X51735094        X58233569
118          0   xtr698987  30515888       X15452684        X79567445
711          0   xtr310351  27919553       X69808474        X48570047
205          0   xtr311431  12709672       X27769025        X76515860
690          0   xtr877127  20770666       X69808474        X92239103
193          0   xtr853362   9444199       X27769025        X22701553
237          0   xtr998361  26815641       X27769025        X96989321
763          0   xtr311978  13473757       X98390105        X53422917
457          0   xtr771909   9758280       X96278924        X97636029
185          0   xtr936622   6779048       X27769025        X58689566
207          0   xtr355579  14263243       X27769025        X18719197
249          0   xtr188584  32050407       X27769025        X75197751
393          0   xtr606576  27724085       X21701089        X31007435
377          0   xtr151831  10480671       X21701089        X16871544
187          0   xtr625787   6900540       X27769025        X30525066
518          0   xtr417704  26622840       X96278924        X56011266
525          0   xtr785153  28935482       X96278924        X97636029
547          0   xtr592539  33545116       X96278924        X78979904
177          0   xtr308413   5224408       X27769025        X18544316
56           0   xtr969840   1998855       X15452684        X63932196
468          0   xtr951517  12360032       X96278924        X68018233
452          0   xtr532207   9003902       X96278924        X40264579
106          0   xtr389641  25420241       X15452684        X63848056
142          0   xtr495801  41492750       X15452684        X63848056
623          1   xtr833093  37763682       X45605437        X17871736
189          0   xtr154570   9444199       X27769025        X14695609
154          1   xtr481153  44165127       X15452684        X69628725
263          0   xtr178694  37669558       X27769025        X22701553
692          0   xtr564172  21511432       X69808474        X63561635
254          0   xtr166740  33986275       X27769025        X14695609
682          0   xtr647511  18952169       X69808474        X92239103
198          0   xtr768490   9444199       X27769025        X30525066
735          0   xtr395653  43912682       X69808474        X70810604
285          0   xtr543836  45469701       X27769025        X99394788
774          0   xtr190256  30230331       X98390105        X74704643
461          0   xtr848720  10661529       X96278924        X81527412
433          0   xtr896844   4405881       X96278924        X40264579
148          0   xtr704045  42871431       X15452684        X28898321
396          0   xtr162777  31272870       X21701089        X79095620
358          0   xtr781286  32735479       X64608297        X84272118
674          0   xtr237618  15127048       X69808474        X76331254
737          0   xtr299483  46080094       X69808474        X83557012
101          0   xtr350580  23781705       X15452684        X79684544
280          0   xtr485580  41978712       X27769025        X41549476
153          0   xtr127749  43995205       X15452684        X46460597
184          0   xtr999146   6775581       X27769025        X14695609
216          0   xtr393286  18834791       X27769025        X86872732
128          0   xtr685314  35266425       X15452684        X90717446
206          0   xtr203966  14263243       X27769025        X25761914
500          0   xtr905068  22293246       X96278924        X80935017
387          0   xtr866952  20481365       X21701089        X12775440
557          0   xtr806835  36378409       X96278924        X93192042
764          0   xtr337000  14775404       X98390105        X61279665
243          0   xtr601609  30103233       X27769025        X42082249
219          0   xtr610544  19443326       X27769025        X46460597
37           0   xtr141448   8312166       X51735094        X93192042
287          0   xtr571121  45474642       X27769025        X18719197
265          0   xtr635459  37695503       X27769025        X38092686
414          0   xtr604071    777731       X96278924        X46460597
376          0   xtr612052  10287084       X21701089        X51802430
708          0   xtr215505  27559586       X69808474        X70810604
531          0   xtr109537  29901675       X96278924        X99932896
718          0   xtr589144  31118824       X69808474        X23486055
769          0   xtr754459  24989386       X98390105        X23464562
713          0   xtr405990  28717750       X69808474        X92239103
64           0   xtr202828   5291354       X15452684        X90717446
532          0   xtr841741  30443612       X96278924        X93192042
776          0   xtr581193  32397147       X98390105        X40616071
451          0   xtr831355   9003839       X96278924        X94397731
455          0   xtr470468   9328760       X96278924        X93192042
428          0   xtr404690   3874558       X96278924        X62589651
598          0   xtr921943  11176677       X45605437        X60174406
127          0   xtr397852  35161252       X15452684        X14145034
105          0   xtr751902  24728755       X15452684        X79567445
86           0   xtr918049  16954345       X15452684        X79567445
683          0   xtr561206  18952294       X69808474        X92239103
604          0   xtr233393  20916272       X45605437        X41549476
770          0   xtr215027  24989464       X98390105        X74704643
707          0   xtr985693  26782592       X69808474        X48570047
199          0   xtr839611   9783155       X27769025        X47632235
417          0   xtr625153    979431       X96278924        X33588577
701          0   xtr596613  25753749       X69808474        X32073736
780          0   xtr205852  35178888       X98390105        X45391134
462          0   xtr336037  11784902       X96278924        X32992876
180          0   xtr121939   5607091       X27769025        X14695609
259          0   xtr544468  35063418       X27769025        X47822479
235          0   xtr259350  26128812       X27769025        X38641430
603          0   xtr503961  19964442       X45605437        X16675948
783          0   xtr625554  36302300       X98390105        X25350300
384          0   xtr630411  20038456       X21701089        X48121827
725          0   xtr149478  36801940       X69808474        X42873492
131          0   xtr259117  36299404       X15452684        X93192042
673          0   xtr945654  14863384       X69808474        X45779244
640          0   xtr672506   1208394       X69808474        X83557012
34           0   xtr541168   6400428       X51735094        X13044719
344          0   xtr186172  24993126       X64608297        X95653232
359          0   xtr375617  32852959       X64608297        X95653232
559          1   xtr102935  36880588       X96278924        X32768132
662          0   xtr227448  11840282       X69808474        X71927452
425          0   xtr778133   3305339       X96278924        X40264579
99           0   xtr951105  23174122       X15452684        X18544316
140          0   xtr582895  40456599       X15452684        X90717446
136          0   xtr988588  38990766       X15452684        X25761914
606          0   xtr615977  24220137       X45605437        X38148881
104          0   xtr470625  24554033       X15452684        X63932196
710          0   xtr209661  27760109       X69808474        X48570047
538          0   xtr464704  31547117       X96278924        X76213068
178          0   xtr809210   5224408       X27769025        X14695609
260          0   xtr470300  35788717       X27769025        X46460597
390          0   xtr361943  23962451       X21701089        X85349964
