id benef_country channel_cd authentication_cd communication_cd
1           ISO03       CH04              AU02            COM02
2           ISO03       CH04              AU02            COM02
3           ISO03       CH04              AU02            COM02
4           ISO03       CH04              AU02            COM01
5           ISO03       CH04              AU02            COM02
6           ISO03       CH04              AU02            COM02
7           ISO03       CH04              AU02            COM02
8           ISO03       CH04              AU02            COM01
9           ISO03       CH04              AU02            COM01
10          ISO03       CH04              AU05            COM01
11          ISO03       CH04              AU05            COM02
12          ISO03       CH04              AU05            COM02
13          ISO03       CH04              AU05            COM02
14          ISO03       CH04              AU05            COM03
15          ISO03       CH07              AU02            COM02
16          ISO03       CH04              AU05            COM02
17          ISO03       CH04              AU05            COM02
18          ISO03       CH04              AU05            COM02
19          ISO03       CH04              AU05            COM01
20          ISO03       CH04              AU05            COM01
21          ISO03       CH04              AU05            COM02
22          ISO03       CH04              AU05            COM02
23          ISO03       CH04              AU05            COM01
24          ISO03       CH04              AU05            COM01
25          ISO03       CH04              AU05            COM01
26          ISO03       CH04              AU05            COM01
27          ISO03       CH07              AU04            COM01
28          ISO03       CH04              AU05            COM01
29          ISO03       CH07              AU04            COM01
30          ISO03       CH04              AU05            COM01
31          ISO03       CH04              AU05            COM01
32          ISO03       CH07              AU04            COM02
33          ISO03       CH07              AU04            COM02
34          ISO03       CH07              AU04            COM02
35          ISO03       CH04              AU05            COM01
36          ISO03       CH07              AU04            COM01
37          ISO03       CH07              AU04            COM02
38          ISO03       CH04              AU02            COM01
39          ISO03       CH04              AU02            COM01
40          ISO03       CH07              AU04            COM02
41          ISO03       CH07              AU04            COM02
42          ISO03       CH07              AU04            COM02
43          ISO03       CH07              AU04            COM03
44          ISO04       CH07              AU04            COM01
45          ISO03       CH04              AU02            COM01
46          ISO03       CH04              AU02            COM02
47          ISO03       CH07              AU02            COM02
48          ISO03       CH04              AU05            COM02
49          ISO03       CH04              AU05            COM01
50          ISO03       CH07              AU04            COM01
51          ISO03       CH04              AU02            COM02
52          ISO03       CH07              AU04            COM02
53          ISO03       CH07              AU04            COM01
54          ISO03       CH07              AU04            COM02
55          ISO03       CH04              AU02            COM02
56          ISO03       CH04              AU02            COM02
57          ISO03       CH04              AU02            COM02
58          ISO03       CH04              AU02            COM02
59          ISO03       CH07              AU02            COM02
60          ISO03       CH07              AU02            COM02
61          ISO03       CH04              AU05            COM02
62          ISO03       CH07              AU04            COM02
63          ISO03       CH04              AU05            COM02
64          ISO03       CH04              AU05            COM01
65          ISO03       CH04              AU05            COM02
66          ISO03       CH07              AU04            COM02
67          ISO03       CH07              AU04            COM02
68          ISO03       CH04              AU05            COM01
69          ISO03       CH04              AU05            COM01
70          ISO03       CH04              AU02            COM01
71          ISO03       CH05              AU02            COM03
72          ISO03       CH04              AU05            COM01
73          ISO03       CH04              AU05            COM01
74          ISO03       CH04              AU05            COM01
75          ISO03       CH04              AU05            COM01
76          ISO03       CH04              AU05            COM02
77          ISO03       CH04              AU05            COM01
78          ISO03       CH04              AU05            COM01
79          ISO03       CH04              AU05            COM02
80          ISO03       CH04              AU05            COM01
81          ISO03       CH07              AU04            COM02
82          ISO03       CH07              AU02            COM02
83          ISO03       CH04              AU05            COM01
84          ISO03       CH07              AU04            COM02
85          ISO03       CH04              AU05            COM02
86          ISO03       CH04              AU05            COM01
87          ISO03       CH04              AU05            COM02
88          ISO03       CH04              AU05            COM02
89          ISO03       CH04              AU05            COM01
90          ISO03       CH01              AU02            COM02
91          ISO03       CH01              AU02            COM02
92          ISO03       CH04              AU05            COM01
